[2025-11-10 09:54:49] [INFO] [AUTH] Login successful | {"userId":"cmh6kqule0000b11b4vwhgdmm","email":"admin@eventmanager.com","role":"ADMIN","requestId":"unknown","method":"POST","path":"/login","user":null,"ip":"192.168.80.140"}
[2025-11-10 10:43:39] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":true,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":["_csrf"],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding","cookie"],"requestId":"unknown","user":null}
[2025-11-10 10:48:54] [ERROR] [AUTH] Login error | {"error":"Invalid credentials","stack":"Error: Invalid credentials\n    at AuthService.login (/var/www/event-manager/dist/services/AuthService.js:53:19)\n    at async login (/var/www/event-manager/dist/controllers/authController.js:24:28)","email":"admin@eventmanager.com","origin":"http://192.168.80.246","host":"192.168.80.246","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.37 Safari/537.36","ip":"192.168.80.246","csrfHeader":"present","csrfCookie":"present","requestId":"unknown","method":"POST","path":"/login","user":null}
[2025-11-10 10:48:54] [ERROR] [AUTH] Login error | {"error":"Invalid credentials","stack":"Error: Invalid credentials\n    at AuthService.login (/var/www/event-manager/dist/services/AuthService.js:53:19)\n    at async login (/var/www/event-manager/dist/controllers/authController.js:24:28)","email":"admin@eventmanager.com","origin":"http://192.168.80.246","host":"192.168.80.246","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.37 Safari/537.36","ip":"192.168.80.246","csrfHeader":"present","csrfCookie":"present","requestId":"unknown","method":"POST","path":"/login","user":null}
[2025-11-10 10:48:55] [ERROR] [AUTH] Login error | {"error":"Invalid credentials","stack":"Error: Invalid credentials\n    at AuthService.login (/var/www/event-manager/dist/services/AuthService.js:53:19)\n    at async login (/var/www/event-manager/dist/controllers/authController.js:24:28)","email":"admin@eventmanager.com","origin":"http://192.168.80.246","host":"192.168.80.246","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.37 Safari/537.36","ip":"192.168.80.246","csrfHeader":"present","csrfCookie":"present","requestId":"unknown","method":"POST","path":"/login","user":null}
[2025-11-10 10:49:14] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":false,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":[],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding"],"requestId":"unknown","user":null}
[2025-11-10 10:49:15] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":true,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":["_csrf"],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding","cookie"],"requestId":"unknown","user":null}
[2025-11-10 10:49:16] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":true,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":["_csrf"],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding","cookie"],"requestId":"unknown","user":null}
[2025-11-10 10:49:26] [ERROR] [AUTH] Login error | {"error":"Invalid credentials","stack":"Error: Invalid credentials\n    at AuthService.login (/var/www/event-manager/dist/services/AuthService.js:53:19)\n    at async login (/var/www/event-manager/dist/controllers/authController.js:24:28)","email":"admin@eventmanager.com","origin":"http://192.168.80.246","host":"192.168.80.246","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.37 Safari/537.36","ip":"192.168.80.246","csrfHeader":"present","csrfCookie":"present","requestId":"unknown","method":"POST","path":"/login","user":null}
[2025-11-10 10:49:27] [ERROR] [AUTH] Login error | {"error":"Invalid credentials","stack":"Error: Invalid credentials\n    at AuthService.login (/var/www/event-manager/dist/services/AuthService.js:53:19)\n    at async login (/var/www/event-manager/dist/controllers/authController.js:24:28)","email":"admin@eventmanager.com","origin":"http://192.168.80.246","host":"192.168.80.246","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.37 Safari/537.36","ip":"192.168.80.246","csrfHeader":"present","csrfCookie":"present","requestId":"unknown","method":"POST","path":"/login","user":null}
[2025-11-10 10:49:27] [ERROR] [AUTH] Login error | {"error":"Invalid credentials","stack":"Error: Invalid credentials\n    at AuthService.login (/var/www/event-manager/dist/services/AuthService.js:53:19)\n    at async login (/var/www/event-manager/dist/controllers/authController.js:24:28)","email":"admin@eventmanager.com","origin":"http://192.168.80.246","host":"192.168.80.246","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.37 Safari/537.36","ip":"192.168.80.246","csrfHeader":"present","csrfCookie":"present","requestId":"unknown","method":"POST","path":"/login","user":null}
[2025-11-10 10:49:46] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":false,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":[],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding"],"requestId":"unknown","user":null}
[2025-11-10 10:49:48] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":true,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":["_csrf"],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding","cookie"],"requestId":"unknown","user":null}
[2025-11-10 10:49:48] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":true,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":["_csrf"],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding","cookie"],"requestId":"unknown","user":null}
[2025-11-10 10:49:48] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":true,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":["_csrf"],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding","cookie"],"requestId":"unknown","user":null}
[2025-11-10 10:49:58] [ERROR] [AUTH] Login error | {"error":"Invalid credentials","stack":"Error: Invalid credentials\n    at AuthService.login (/var/www/event-manager/dist/services/AuthService.js:53:19)\n    at async login (/var/www/event-manager/dist/controllers/authController.js:24:28)","email":"admin@eventmanager.com","origin":"http://192.168.80.246","host":"192.168.80.246","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.37 Safari/537.36","ip":"192.168.80.246","csrfHeader":"present","csrfCookie":"present","requestId":"unknown","method":"POST","path":"/login","user":null}
[2025-11-10 10:49:59] [ERROR] [AUTH] Login error | {"error":"Invalid credentials","stack":"Error: Invalid credentials\n    at AuthService.login (/var/www/event-manager/dist/services/AuthService.js:53:19)\n    at async login (/var/www/event-manager/dist/controllers/authController.js:24:28)","email":"admin@eventmanager.com","origin":"http://192.168.80.246","host":"192.168.80.246","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.37 Safari/537.36","ip":"192.168.80.246","csrfHeader":"present","csrfCookie":"present","requestId":"unknown","method":"POST","path":"/login","user":null}
[2025-11-10 10:50:00] [ERROR] [AUTH] Login error | {"error":"Invalid credentials","stack":"Error: Invalid credentials\n    at AuthService.login (/var/www/event-manager/dist/services/AuthService.js:53:19)\n    at async login (/var/www/event-manager/dist/controllers/authController.js:24:28)","email":"admin@eventmanager.com","origin":"http://192.168.80.246","host":"192.168.80.246","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.37 Safari/537.36","ip":"192.168.80.246","csrfHeader":"present","csrfCookie":"present","requestId":"unknown","method":"POST","path":"/login","user":null}
[2025-11-10 10:50:19] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":false,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":[],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding"],"requestId":"unknown","user":null}
[2025-11-10 10:50:20] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":false,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":[],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding"],"requestId":"unknown","user":null}
[2025-11-10 10:50:21] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":false,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":[],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding"],"requestId":"unknown","user":null}
[2025-11-10 10:50:30] [ERROR] [AUTH] Login error | {"error":"Invalid credentials","stack":"Error: Invalid credentials\n    at AuthService.login (/var/www/event-manager/dist/services/AuthService.js:53:19)\n    at async login (/var/www/event-manager/dist/controllers/authController.js:24:28)","email":"admin@eventmanager.com","origin":"http://192.168.80.246","host":"192.168.80.246","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.37 Safari/537.36","ip":"192.168.80.246","csrfHeader":"present","csrfCookie":"present","requestId":"unknown","method":"POST","path":"/login","user":null}
[2025-11-10 10:50:31] [ERROR] [AUTH] Login error | {"error":"Invalid credentials","stack":"Error: Invalid credentials\n    at AuthService.login (/var/www/event-manager/dist/services/AuthService.js:53:19)\n    at async login (/var/www/event-manager/dist/controllers/authController.js:24:28)","email":"admin@eventmanager.com","origin":"http://192.168.80.246","host":"192.168.80.246","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.37 Safari/537.36","ip":"192.168.80.246","csrfHeader":"present","csrfCookie":"present","requestId":"unknown","method":"POST","path":"/login","user":null}
[2025-11-10 10:50:32] [ERROR] [AUTH] Login error | {"error":"Invalid credentials","stack":"Error: Invalid credentials\n    at AuthService.login (/var/www/event-manager/dist/services/AuthService.js:53:19)\n    at async login (/var/www/event-manager/dist/controllers/authController.js:24:28)","email":"admin@eventmanager.com","origin":"http://192.168.80.246","host":"192.168.80.246","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.37 Safari/537.36","ip":"192.168.80.246","csrfHeader":"present","csrfCookie":"present","requestId":"unknown","method":"POST","path":"/login","user":null}
[2025-11-10 10:50:51] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":false,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":[],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding"],"requestId":"unknown","user":null}
[2025-11-10 10:50:52] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":true,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":["_csrf"],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding","cookie"],"requestId":"unknown","user":null}
[2025-11-10 10:50:53] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":true,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":["_csrf"],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding","cookie"],"requestId":"unknown","user":null}
[2025-11-10 10:50:53] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":true,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":["_csrf"],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding","cookie"],"requestId":"unknown","user":null}
[2025-11-10 10:51:02] [ERROR] [AUTH] Login error | {"error":"Invalid credentials","stack":"Error: Invalid credentials\n    at AuthService.login (/var/www/event-manager/dist/services/AuthService.js:53:19)\n    at async login (/var/www/event-manager/dist/controllers/authController.js:24:28)","email":"admin@eventmanager.com","origin":"http://192.168.80.246","host":"192.168.80.246","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.37 Safari/537.36","ip":"192.168.80.246","csrfHeader":"present","csrfCookie":"present","requestId":"unknown","method":"POST","path":"/login","user":null}
[2025-11-10 10:51:03] [ERROR] [AUTH] Login error | {"error":"Invalid credentials","stack":"Error: Invalid credentials\n    at AuthService.login (/var/www/event-manager/dist/services/AuthService.js:53:19)\n    at async login (/var/www/event-manager/dist/controllers/authController.js:24:28)","email":"admin@eventmanager.com","origin":"http://192.168.80.246","host":"192.168.80.246","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.37 Safari/537.36","ip":"192.168.80.246","csrfHeader":"present","csrfCookie":"present","requestId":"unknown","method":"POST","path":"/login","user":null}
[2025-11-10 10:51:04] [ERROR] [AUTH] Login error | {"error":"Invalid credentials","stack":"Error: Invalid credentials\n    at AuthService.login (/var/www/event-manager/dist/services/AuthService.js:53:19)\n    at async login (/var/www/event-manager/dist/controllers/authController.js:24:28)","email":"admin@eventmanager.com","origin":"http://192.168.80.246","host":"192.168.80.246","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.37 Safari/537.36","ip":"192.168.80.246","csrfHeader":"present","csrfCookie":"present","requestId":"unknown","method":"POST","path":"/login","user":null}
[2025-11-10 10:51:23] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":false,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":[],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding"],"requestId":"unknown","user":null}
[2025-11-10 10:51:24] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":false,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":[],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding"],"requestId":"unknown","user":null}
[2025-11-10 10:51:25] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":true,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":["_csrf"],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding","cookie"],"requestId":"unknown","user":null}
[2025-11-10 10:51:25] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":true,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":["_csrf"],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding","cookie"],"requestId":"unknown","user":null}
[2025-11-10 10:51:35] [ERROR] [AUTH] Login error | {"error":"Invalid credentials","stack":"Error: Invalid credentials\n    at AuthService.login (/var/www/event-manager/dist/services/AuthService.js:53:19)\n    at async login (/var/www/event-manager/dist/controllers/authController.js:24:28)","email":"admin@eventmanager.com","origin":"http://192.168.80.246","host":"192.168.80.246","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.37 Safari/537.36","ip":"192.168.80.246","csrfHeader":"present","csrfCookie":"present","requestId":"unknown","method":"POST","path":"/login","user":null}
[2025-11-10 10:51:35] [ERROR] [AUTH] Login error | {"error":"Invalid credentials","stack":"Error: Invalid credentials\n    at AuthService.login (/var/www/event-manager/dist/services/AuthService.js:53:19)\n    at async login (/var/www/event-manager/dist/controllers/authController.js:24:28)","email":"admin@eventmanager.com","origin":"http://192.168.80.246","host":"192.168.80.246","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.37 Safari/537.36","ip":"192.168.80.246","csrfHeader":"present","csrfCookie":"present","requestId":"unknown","method":"POST","path":"/login","user":null}
[2025-11-10 10:51:36] [ERROR] [AUTH] Login error | {"error":"Invalid credentials","stack":"Error: Invalid credentials\n    at AuthService.login (/var/www/event-manager/dist/services/AuthService.js:53:19)\n    at async login (/var/www/event-manager/dist/controllers/authController.js:24:28)","email":"admin@eventmanager.com","origin":"http://192.168.80.246","host":"192.168.80.246","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.37 Safari/537.36","ip":"192.168.80.246","csrfHeader":"present","csrfCookie":"present","requestId":"unknown","method":"POST","path":"/login","user":null}
[2025-11-10 10:51:55] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":false,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":[],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding"],"requestId":"unknown","user":null}
[2025-11-10 10:51:56] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":false,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":[],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding"],"requestId":"unknown","user":null}
[2025-11-10 10:51:57] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":true,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":["_csrf"],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding","cookie"],"requestId":"unknown","user":null}
[2025-11-10 10:52:07] [ERROR] [AUTH] Login error | {"error":"Invalid credentials","stack":"Error: Invalid credentials\n    at AuthService.login (/var/www/event-manager/dist/services/AuthService.js:53:19)\n    at async login (/var/www/event-manager/dist/controllers/authController.js:24:28)","email":"admin@eventmanager.com","origin":"http://192.168.80.246","host":"192.168.80.246","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.37 Safari/537.36","ip":"192.168.80.246","csrfHeader":"present","csrfCookie":"present","requestId":"unknown","method":"POST","path":"/login","user":null}
[2025-11-10 10:52:10] [INFO] [AUTH] Login successful | {"userId":"cmh6kqum60004b11bkwl8v2ng","email":"tallymaster@eventmanager.com","role":"TALLY_MASTER","requestId":"unknown","method":"POST","path":"/login","user":null,"ip":"192.168.80.246"}
[2025-11-10 10:52:10] [INFO] [AUTH] Login successful | {"userId":"cmh6kqumb0005b11bhhrtv99t","email":"auditor@eventmanager.com","role":"AUDITOR","requestId":"unknown","method":"POST","path":"/login","user":null,"ip":"192.168.80.246"}
[2025-11-10 10:52:13] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":true,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":["_csrf"],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding","cookie"],"requestId":"unknown","user":null}
[2025-11-10 10:52:13] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":false,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":[],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding"],"requestId":"unknown","user":null}
[2025-11-10 10:52:21] [INFO] [AUTH] Login successful | {"userId":"cmh6kqumg0006b11b74o0wltv","email":"board@eventmanager.com","role":"BOARD","requestId":"unknown","method":"POST","path":"/login","user":null,"ip":"192.168.80.246"}
[2025-11-10 10:52:22] [INFO] [AUTH] Login successful | {"userId":"cmh6kqulw0002b11bvz2mfb1w","email":"contestant@eventmanager.com","role":"CONTESTANT","requestId":"unknown","method":"POST","path":"/login","user":null,"ip":"192.168.80.246"}
[2025-11-10 10:52:24] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":false,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":[],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding"],"requestId":"unknown","user":null}
[2025-11-10 10:52:26] [WARN] [AUTH] CSRF validation failed: Missing token | {"hasHeader":false,"hasCookie":true,"method":"POST","path":"/auth/logout","origin":"http://192.168.80.246","host":"192.168.80.246","ip":"192.168.80.246","cookies":["_csrf"],"headers":["connection","host","x-real-ip","x-forwarded-for","x-forwarded-proto","content-length","user-agent","accept","accept-language","origin","referer","accept-encoding","cookie"],"requestId":"unknown","user":null}
